,content,label,start
2404,vải rất mềm,POS,5
2405,chất vải và cả đường may đều khá tệ,NEG,1
2406,máy hơi rít nhưg so vs giá là ok r,POS,4
2407,phù_hợp với giá tiền ok,POS,4
2408,chủ shop đc cái rep tin nhắn nhanh,POS,4
2409,màu đậm quá,NEG,2
2410,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn nói_chung ngon,POS,4
2412,shop phục_vụ khá tốt đóng_gói sản_phẩm chắc_chắn,POS,5
2413,áo bị lỗi,NEG,1
2414,chất đẹp,POS,5
2415,chất_lượng sản_phẩm tuyệt_vời ao hoi ngắn vải đẹp,POS,4
2416,hơi nhỏ so với hình chắc chụp gần,POS,4
2417,đóng gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm chắc_chắn chất_lượng sản_phẩm tốt,POS,4
2418,giao hàng chậm quá,NEG,1
2419,giao hàng nhanh chất áo rất dày_dặn và đẹp,POS,5
2420,đẹp miễn chê rất hài_lòng về sp,POS,5
2421,áo này bị chật vải không đẹp bằng,NEG,1
2422,shop phục_vụ khá tốt,POS,4
2423,quần bị thủng túi,NEG,2
2426,giày đẹp,POS,4
2428,áo bị phai_màu in,NEG,1
2429,áo đẹp lắm ạ chất vải tốt_giống hình 100_% nên mọi người yên_tâm mua nha chủ_shop tư_vấn rất nhiệt_tình rất đáng tiền,POS,5
2430,vải đẹp mát hàng chất_lượng shop ạ,POS,5
2431,thời_gian giao hàng nhanh shop phục_vụ khá tốt,POS,5
2432,chất_lượng sản_phẩm tuyệt_vời chưa bao_giờ thất_vọng về chất_lượng đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
2433,vải đẹp mà rộng so với người của e tks_shop,POS,4
2434,đóng gói làm túi bị gấp mất dáng túi màu tối hơn so với ảnh,NEG,1
2435,sản_phẩm ok,POS,5
2436,vải mỏng ) ),NEG,2
2437,thanks,POS,4
2438,áo đẹp giống hình chất_liệu tốt anh chủ_shop dễ_thương cực luôn nhé,POS,5
2439,zth lắm shop,POS,5
2441,đẹp lắm dù thời_gian giao hàng hơi lâu,POS,4
2443,shop giao hàng rất nhanh bộ rất đẹp nhé,POS,5
2444,sản_phẩm ko như hình_mẫu,NEG,2
2445,chất vải hơi cứng nhưng mát chứ k nóng nha,POS,4
2446,sp thì đẹp nhg bạn nào ngực nhỏ ko nên mua shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
2447,vải rất đẹp,POS,5
2448,đặt 10 cái tách giao hàng thì ko cho kiểm_tra hàng mở ra thì nv trong khi mình trả tiền đủ 10 cái mở ra thì 1 đóng xà_bần shop làm_ăn_gian_dối,NEG,1
2449,keo dán hơi lộ thời_gian giao hàng rất nhanh,POS,4
2450,sản_phẩm nhìn rất đẹp nhưng khi text thì nút âm_lượng ( ) ( + ) không điều_chỉnh được ngại đi bảo_hành nên cứ coi như tuỳ duyên,POS,4
2451,chất_lượng sản_phẩm tuyệt_vời rất đáng tiền thời_gian giao hàng rất nhanh lại còn được tặng 1 dây_buộc tóc nữa ạ,POS,5
2453,đợi hơi lâu nhưng ưng lắm ) đường may cũng ổn,POS,4
2454,mình ưng lắm luôn í chất đẹp dã_man,POS,4
2455,giao đúng size,POS,5
2456,đóng gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
2458,thank shop,POS,5
2459,ko đẹp bằng trong ảnh,NEG,2
2460,mặc thoải_mái phết,POS,5
2461,đóng gói sản_phẩm rất đẹp và chắc_chắn,POS,5
2462,chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh rất đáng tiền thời_gian giao hàng rất nhanh,POS,5
2463,sản_phẩm rất tốt vải xịn chắc_chắn dày_dặn hình là tự chụp nên sản_phẩm có form giống_y hình luôn nhìn rất tin_tưởng,POS,5
2465,chất_lượng tốt,POS,4
2466,đúng size,POS,5
2467,hàng đặt một đằng đưa một kiểu shop phản_hồi kém,NEG,1
2468,có điều màu hồng ko giống trong ảnh hồng hơn nhìn hơi sến 1 tí,NEG,2
2469,chất luong sp tôt,POS,5
2470,chất_lượng sản_phẩm tuyệt_vời,POS,5
2471,sẽ ủng_hộ shop,POS,5
2472,shop phuc vu tốt,POS,4
2473,các nàng dân công_sở bỏ_qua em này là thiếu xót đấy nhé,POS,5
2474,mua lần thứ 3 của shop rồi gối đẹp mềm đóng_gói sản_phẩm đẹp và chắc_chắn giao hàng nhanh,POS,5
2477,hàng rất tệ form xấu khg mặc được luôn,NEG,1
2478,thanks shop nhiều,POS,5
2479,màu lên đẹp quá lại còn thơm ạ,POS,4
2480,rất đáng tiền,POS,5
2481,,POS,4
2482,chất_lượng sản_phẩm rất kém chưa mặc mà đã rách,NEG,1
2483,tuy_nhiên chất_liệu hơi cứng,NEG,2
2484,rất mềm ko có form,NEG,2
2485,từ khi mua đồ trên mạng thấy lần này ok nhất,POS,5
2486,hàng tạm ổn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,4
2487,túi rất đẹp nhưng mà lót giấy ít quá làm móp khung túi ạ chúc_shop mua may bán_đắt,POS,4
2489,sp k có size,NEG,2
2490,đẹp lắm chị nhé,POS,5
2491,vải thì ok nhưng em đặt đen nhưng shop giao đỏ,NEG,2
2492,váy đẹp,POS,4
2493,sách đẹp,POS,4
2494,áo in 1 nước mực nên chữ in k đc lâu,NEG,1
2495,shop không uy_tín giao hàng thiếu 02 áo sơ_mi ôm vải cotton tay dài cổ chữ v hàn quốc cho nữ mùa thu,NEG,1
2496,hàng ok quạt mát nắp pin hơi lồng không đóng sát dc,POS,4
2497,đóng gói sản_phẩm chắc_chắn,POS,5
2498,nhưng mặc hơi rộng xíu 5 sao cho shop,POS,5
2499,size s mà hơi to nhưng chất vải đường may ok,POS,5
2500,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt,POS,5
2501,shop giao thiếu 1 c nhưng đã hoàn tiền,POS,4
2502,mình đặt trắng be đen xanh rêu lại giao thành 2 màu đen,NEG,2
2503,hang ko giong nhu hinh anh xau ko tuong,NEG,1
2504,khi nào hết sẽ ủng_hộ shop nữa nè ),POS,4
2505,đóng gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
2506,áo dễ thg dễ mặc,POS,5
2507,chất_lượng quá tuyệt hàng đẹp như hình cám_ơn và sẽ ủng_hộ shop dài thời_gian giao hàng khá nhanh,POS,5
2508,thời_gian giao hàng rất nhanh rất đáng tiền shop phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời,POS,5
2509,chat liệu thun ok,POS,4
2512,ăn muốn ná thở chỉ có đĩa cơm cuộn là phần ngoài combo thui,POS,5
2513,áo đẹp quá,POS,4
2514,shop tư_vấn rất nhiệt_tình,POS,5
2516,đóng gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời,POS,5
2517,mặc chuẩn,POS,4
2519,chat liệu vai không được tot,NEG,2
2520,với giá 55 k thì hợp_lí,POS,5
2521,giầy đẹp đóng_gói hơi lỏng_lẻo hộp bị móp,POS,4
2522,những phần kẻ bị chóc nếu nhìn gần thì chỉ gọi là tạm dk thoii 7/10 điểm,POS,4
2523,mua của shop rất nhiều lần rồi đa_phần đều rất ưng_ý,POS,5
2524,chất_liệu áo mát đẹp,POS,5
2525,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt,POS,5
2526,tay_áo hơi dài ạ tvt em ốm nhưng mặc vào trông như bà_bầu tvt,NEG,2
2527,mình mua màu trắng cũng sợ trắng quá sẽ nhanh cũ nhưng áo có chút màu sữa đúng ý mình lắm ),POS,5
2528,điểm trừ duy_nhất mình mua huarache đỏ đế trắng của nike thì hộp là hộp adidas mong_shop lưu_ý,POS,4
2530,đàn tốt,POS,5
2531,hàbg đẹp,POS,4
2532,hàng giao rất nhanh,POS,5
2533,hàng đẹp lm luông giá hạt rẻ,POS,5
2534,chất vải với đường may đều rất đẹp và cẩn_thận,POS,5
2536,hàng chuẩn đẹp,POS,5
2537,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời,POS,5
2538,chất_lượng sản_phẩm kém và k dc như mong_đợi,NEG,1
2539,chủ_shop thì nhiệt_tình nha,POS,4
2540,hàng đẹp y hình nhưng mua 2 set thì 1 set thiếu mất 1 cái shop chú_ý hơn nha,NEG,2
2541,đôi cao cổ vì đóng_gói nên phần đầu giày hơi móp đi vào chắc ks,POS,5
2542,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh lần sau mình sẽ ủng_hộ shop nữa ah,POS,5
2543,quá đáng lắm luôn áo gì mà đẹp kinh_khiếp,POS,4
2544,chất_lượng sản_phẩm rất kém,NEG,1
2545,hơi to so với cân nặng chuẩn,NEG,2
2546,giao hàng hơi lâu chút nhưng thôi sản_phẩm ok là được rồi,POS,4
2547,sẽ còn mua ủng_hộ shop,POS,5
2548,rất đáng tiền,POS,4
2549,giá hơp lý,POS,4
2550,chất_lượng sản_phẩm tuyệt_vời hàng rất đẹp y_như hình yên_tâm khi mua,POS,4
2551,chất_lượng sản_phẩm tuyệt_vời,POS,5
2552,đóng gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh,POS,5
2553,mình mới đặt sáng 5 11 chiều shop gửi hàng cho vận_chuyển mà 10 h sáng 6 11 đã nhận đc hàng,POS,4
2554,y hình đẹp,POS,5
2555,giao sai mẫu đặt cái màu đen xấu ko mặc vừa,NEG,1
2556,may ko vắt line,NEG,2
2557,nói_chung là shop rất đáng yêu,POS,4
2558,đóng gói sản_phẩm chắc_chắn,POS,4
2559,nản,NEG,1
2561,rất ưng_ý,POS,5
2562,ngon và đóng_gói cẩn_thận thank_shop hết_mình lại mua tiếp ạ >>,POS,5
2563,đóng gói sản_phẩm chắc_chắn,POS,5
2564,quá ok nha shop,POS,5
2565,thời_gian giao hàng siêu nhanh,POS,5
2566,mang đẹp lắm ạ,POS,5
2567,đặt 41 mà shop giao bằng 43,NEG,1
2568,chất_lượng sản_phẩm tuyệt_vời 45 kg mặc vừa khích chất vải đẹp i hình rất đáng tiền nói_chung không chê chỗ nào được hết các bạn cứ yên_tâm mua nhé sẽ ủng_hộ shop lần sau,POS,5
2569,giao hàng nhanh chất_liệu ấm_áp mặc rất thích mỗi cái dễ dính tơ_lụa nhỏ và mũ hơi bé,POS,4
2570,mọi thứ rất ok,POS,5
2571,san phẩm đẹp dáng chuẩn,POS,5
2572,áo k giống hình,NEG,1
2573,in hình bị dính màu đỏ nhạt ở khỏang màu trắng,NEG,2
2574,chất_lượng sản_phẩm tuyệt_vời,POS,5
2576,hàng đẹp vải đẹp,POS,5
2577,áo quá to vs lại may ko đc đẹp,NEG,2
2578,quần đẹp lắm ạ ^_^,POS,5
2579,tiếc là ko còn màu khác để mua thêm,POS,5
2580,hàng hơi mỏng nhưng so với giá_thành thì rất okiee,POS,4
2581,gửi thiếu 1 quần_shop bù lại bằng thẻ cào rất nhiệt_tình chu_đáo,POS,5
2582,shop phục_vụ rất tốt chuẩn auth,POS,5
2584,mình mua sz xl to nhất chị bán bảo mông 90 cm vừa nhưng mông mình hơn trăm vẫn bon_chen tốt ) quần đẹp như ảnh chất đẹp,POS,5
2585,đóng gói sản_phẩm rất đẹp và chắc_chắn đáng đồng_tiền thời_gian giao hàng nhanh,POS,5
2586,nhận dc hàng ưng í lắm nhé,POS,5
2587,váy bị lỗi nhưng khắc_phục đc,POS,4
2588,chủ shop nhiệt_tình thân_thiện,POS,4
2589,thời_gian giao hàng rất nhanh,POS,5
2590,phí ship sài_gòn hà nội hơi đắt,NEG,2
2591,mặc mát vải ok,POS,5
2592,chất son mượt,POS,4
2593,shop nhiệt_tình tư_vấn giao hàng nhanh vải đep nha,POS,5
2594,thời_gian giao nhanh hơn t tưởng,POS,5
2595,mua hang ben_shop chi ung y_lam_lam luon,POS,5
2597,không chê vào đâu được shop làm_việc rất chứ đáo,POS,5
2598,đẹp bền vừa với túi tiền,NEG,1
2599,chất_lượng sản_phẩm tuyệt_vời,POS,5
2600,thời_gian giao hàng rất nhanh thời_gian giao hàng rấtnhanhh,POS,5
2601,cho 10_* í,POS,5
2602,shop phục_vụ rất tốt,POS,5
2603,chất bí,NEG,2
2604,vẫn tặng bạn 5_* vì nhiệt_tình,POS,5
2605,hàng đẹp lắm,POS,5
2607,thời_gian giao hàng rất nhanh hàng rất đẹp,POS,5
2608,đóng gói sản_phẩm rất đẹp và chắc_chắn,POS,5
2610,cảm_ơn shop,POS,5
2611,không phải hàng zin như quảng_cáo chất_lượng dây không tốt,NEG,1
2612,màu khác_xa hình chụp,NEG,2
2613,chất_lượng sản_phẩm tuyệt_vời đóng goi kĩ giao hàng nhanh,POS,4
2614,áo mặc cực đẹp ai cũng khen,POS,5
2615,k vua long nha pp,NEG,2
2617,áo màu đỏ tươi không hơi ngắn,POS,4
2618,áo đẹp giao hàng nhanh,POS,5
2619,giày xinh xỉu y_như hình luôn anh chủ_shop nói_chuyện thân_thiện tư_vấn nhiệt_tình,POS,4
2620,mỏng nhẹ,POS,5
2621,giá_cả lung_tung xèng,NEG,2
2622,chất quần đẹp giao hàng siêu nhanh_shop tư_vấn nhiệt_tình bán hàng rất dễ_chịu,POS,5
2624,sản_phẩm giống như mô_tả,POS,4
2625,túi đẹp chất vải dày_dặn sờ vào thích lắm giá lại rất rẻ nữa chứ,POS,5
2626,quần cũng ngắn ống,NEG,2
2627,hàng đẹp vừa_ý đáng tiền bỏ số tiền nhỏ mua đc áo như vậy là đẹp rồi chúc shop luôn đạt đc thành_công,POS,5
2628,sẽ tiếp_tục ủng_hộ shop,POS,4
2629,con thua ao 30 k,NEG,2
2630,rất không đáng tiền,NEG,1
2631,quá đẹp từ chất đến form ạ,POS,5
2632,sẽ theo_dõi shop để ủng_hộ lần sau,POS,5
2633,shop còn tặng thêm mask nữa,POS,4
2634,mua giày của sugood nhiều rồi,POS,5
2635,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt_shop phục_vụ rất tốt rất đáng tiền rất đáng tiền,POS,5
2636,chất vải nóng,NEG,1
2637,giao hàng thiếu ko giải_quyết cho khách_hàng,NEG,1
2638,shop phuc vu rất tot,POS,5
2639,chất vải mặc nóng,NEG,1
2640,sản_phẩm nào cũng rất ưng,POS,5
2641,cho shop 10 sao luôn,POS,5
2642,rất hài_lòng với chất_lượng của shop,POS,5
2643,đóng gói sản_phẩm rất đẹp và chắc_chắn,POS,5
2644,ok trong tầm giá,POS,5
2645,minh gop ý voi shop la nen dong goi hang can than vi mình nhan duoc hang thi hop nó mop méo het 2 hop,NEG,2
2646,váy rất xinh chất vải mịn mát đặc_biệt là may không bị ngắn so với chân mình mặc đi chơi luôn mà ai cũng khen cả nhưng mình không thích chụp ảnh nên không feedback được cho shop,POS,5
2648,đang tiếc vì chỉ đặt có 1 em đây,NEG,1
2649,shop tư_vấn nhiệt_tình hàng như hình giao hàng gói cẩn_thận giá hợp_lý,POS,5
2650,đẹp đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
2652,vải bao đẹp,POS,5
2653,áo rất đẹp nha mn,POS,4
2654,áo đẹp cực rẻ mà đẹp he he,POS,4
2655,nói cung là oke k chê chỗ nào,POS,4
2656,cũng dễ sử_dụng,POS,4
2657,giày chất rất ổn giao hàng hơi lâu chút,POS,4
2658,lần đầu mua hàng online mà ưng như thế,POS,5
2659,áo hơi to,NEG,2
2661,áo không dài như hình nhưng khá đẹp đóng_gói sản_phẩm chắc_chắn,POS,5
2662,y hình,POS,5
2663,da mềm,POS,5
2664,shop bán đồ ổn nhưng giao lộn size đặt m giao xl,POS,4
2665,giao hàng nhanh,POS,5
2666,vượt mong_đợi,POS,5
2667,đẹp mà rẻ nửa,POS,4
2668,lân sau mong shop chu y hơn,NEG,2
2669,nên mua,POS,4
2670,tóm lại là ko phù_hợp với giá tiền,NEG,1
2671,riêg bộ màu đỏ thì cả chất và đg may đều xấu b ạ,NEG,1
2672,date cả 2 chai đều bị lem chất_liệu chai đựng rất xấu không láng mịn như các chai mình đã từng mua trước đây,NEG,1
2674,shop giao hàng cực nhanh,POS,4
2675,áo đẹp dày_dặn,POS,4
2676,vai áo hơi ngắn còn lại thì ok,POS,4
2677,fom đẹpi,POS,5
2678,áo đẹp chất đẹp thích cực,POS,5
2682,mình mua hàng rất kén mà em túi này làm mình cực_kì hài_lòng,POS,5
2683,phải công_nhận gói hàng kỹ_lưỡng_shop tư_vấn nhiệt_tình ns chung là ai k đặt_hàng ở shop này thì phí,POS,4
2684,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS,5
2685,thật là bức_xúc từ khi mua trên shoppe tới giờ bao_nhiêu đơn hàng từ nhiều shop đều rất hài_lòng,NEG,1
2686,chất_lượng sản_phẩm tuyệt_vời,POS,5
2687,rất ưng nhé shop,POS,5
2688,shop tư_vấn k nhiệt_tình lắm,POS,5
2689,túi đẹp dày và bóng gói hàng thì bao đẹp,POS,5
2690,có mùi dầu_hỏa,NEG,1
2691,áo đẹp from rộng chất vải ok nói_chung là good,POS,5
2692,rất đáng tiền,POS,4
2693,hơi rộng,NEG,2
2694,manager quán mà lại k hề biết về dkien sử_dụng e voucher từ shopee,NEG,2
2695,ko như hình thì nào sai_lầm khi mua onl ở shop chất_lượng sản_phẩm rất kém,NEG,1
2696,có 1 cái bị đứt chỉ mất 1_đoạn nhưng ks mặc vẫnđẹp tôn dáng lắm giá lại rẻ nữa,POS,4
2697,giao hàng nhanh_shop đóng_gói cẩn_thận mọi người nên ủng_hộ nhé,POS,4
2698,ko mặc nổi,NEG,1
2699,chất_lượng sản_phẩm tuyệt_vời áo rất đẹp vải mát mực in k bị trôi hay tróc cực đáng đồng_tiền,POS,5
2700,kể có size l thi mặc thoải_mái hơn (,NEG,2
2701,dày_dặn lắm,POS,5
2702,hàng đẹp quá shop,POS,4
2703,sản_phẩm chất_lượng tốt,POS,4
2704,chất_lượng sản_phẩm tuyệt_vời dày hơn chút_nữa sẽ ok hơn,POS,4
2705,dây đeo xấu za,NEG,1
2707,rất đáng tiền,POS,5
2708,áo hợp với giá tiền,POS,5
2710,mac đã kinh_khủng đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời,POS,5
2711,hàng quá đểu giày đỏ bị sport đỏ bị loang_lổ ra đế giày,NEG,2
2712,áo ok,POS,4
2713,thích cái tên người nhận chủ_shop viết haha váy lên dáng xinh lắm nhưng k chụp đc ảnh fb cho chủ_shop rồi vì bận quá hẹn cái váy sau nha,POS,5
2715,shop phục_vụ tốt thời_gian giao hàng nhanh chất vải cực đẹp,POS,5
2717,sản_phẩm tốt tư_vấn nhiệt_tình,POS,5
2718,không đáng tiền,NEG,1
2719,cảm_ơn nhiều nhé <3,POS,4
2720,shop phục_vụ khá tốt,POS,4
2721,cái này hơi bé so với người mặc nhưng cũng đẹp đóng_gói cẩn_thận ok,POS,5
2722,giống y hình 100 %,POS,5
2723,hơi khác tí_xíu nhưng vẫn ok zipper ngắn với ko ngay đầu_gối,POS,4
2724,thời_gian giao rất nhanh,POS,4
2725,phù_hợp giá xiền 3,POS,5
2726,đóng gói sản_phẩm rất chắc_chắn và đẹp tuy_nhiên hàng giao không đúng như hình chất_lượng qua kém đặt_hàng 10 mm nhưng nhận hàng rất mỏng được 6 mm không đúng như quảng_cáo không đáng tiền,NEG,2
2727,sp đẹp,POS,4
2728,đóng gói sản_phẩm chắc_chắn đóng_gói sản_phẩm chắc_chắn,POS,5
2729,chất_lượng sản_phẩm tuyệt_vời,POS,5
2731,hàng đẹp giống hình cảm_ơn shop,POS,4
2733,đẹp y hình,POS,5
2734,bán hàng vô_trách_nhiệm,NEG,1
2736,chất_lượng sản_phẩm kém,NEG,1
2738,đóng gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh,POS,5
2741,form áo hơi rộng nhưng mặc lên vẫn xinh nha,POS,4
2743,rất đáng tiền shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
2744,rất hài_lòng shop phục_vụ rất nhiệt_tình và chu_đáo,POS,4
2746,vải đẹp mịn chất_lượng sản_phẩm tuyệt_vời,POS,5
2747,áo form rộng đẹp bạn nào béo mặc ok nhé thời_gian giao hàng hơi lâu xíu nhưng do chị chủ đáng yêu nên tớ sẽ cho 5 sao,POS,5
2748,chất mịn dã_man mịn,POS,4
2749,chất_lượng sản_phẩm tuyệt_vời balo đẹp chắc_chắn chất_liệu da đẹp hơn trong hình khiến mình thực_sự bất_ngờ với mức giá rẻ,POS,5
2750,thẻ hơi mỏng mềm,NEG,2
2752,sp tot phu hop voi gia tien giao hang nhanh,POS,4
2753,vất đi luôn 10 c,NEG,1
2754,chất_lượng sản_phẩm tạm được shop phục_vụ rất tốt đg chỉ hơi ẩu nhưng tóm lại hợp với giá tiền bn nào đg xem hàng trg thời_kỳ 63 k thì mua luôn đi nhé ko phải trần chừ rất đáng tiền vải mỏng,POS,4
2755,chưa khi nào mua đầm online mà ưng như lần này,POS,5
2756,giày đẹp như hình sang chảnh nhận hàng là bóc ra đi event liền thanks_shop,POS,5
2758,shop phục_vụ rất tốt thank_shop nhe,POS,5
2759,đóng gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời,POS,5
2760,phục_vụ tốt,POS,4
2762,shop phục_vụ rất tốt rất đáng tiền đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
2763,mn ủng_hộ shop nhé,POS,5
2764,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh,POS,5
2765,chủ shop nhiệt_tình thân_thiện,POS,5
2767,thời_gian giao hàng rất nhanh hàng ok,POS,4
2769,váy đẹp,POS,4
2770,đóng gói kỹ đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
2771,cổ áo hơi hẹp so với ảnh mẫu còn lại thì đều ok,POS,4
2773,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh,POS,5
2775,vải mỏng ko giống hình,NEG,2
2776,hàng đẹp giá rẻ chủ_shop nhiệt_tình sẽ tiếp_tục ủng_hộ,POS,4
2777,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng rất nhanh rất đáng tiền,POS,5
2778,sản_phẩm y_hình chất cũng được,POS,4
2779,vải thô so với giá thì ok,POS,4
2780,3 lớp lưới và 1 lớp lót như miêu_tả,POS,5
2782,áo màu trắng hơi mỏng nhưng đẹp rất đáng tiền,POS,5
2783,chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh đóng hàng hơi xấu,POS,4
2784,thất_vọng,NEG,1
2786,thích quá,POS,4
2787,hàng đẹp,POS,4
2788,chất đẹp lắm chủ_shop tư_vấn nhiệt_tình,POS,5
2789,shop phục_vụ rất tốt,POS,4
2790,giầy đẹp nhưng đế hơi mỏng nên dễ bị trẹo chân,POS,4
2791,shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh cảm_ơn shop sẽ ủng_hộ shop dài_dài,POS,5
2792,cực khác_hình đóng_gói sản_phẩm rất kém,NEG,1
2793,shop phục_vụ rất tốt ao dày đường may chắc_chắn lông lót trong rất mịn,POS,4
2794,thời_gian giao hàng rất nhanh hàng y_như hình luôn,POS,5
2796,áo đẹp đấy chất_lượng sản_phẩm ok,POS,5
2797,rất oke,POS,4
2798,rất ngon,POS,5
2799,shop giao hàng nhanh,POS,4
2801,chất đẹp giày đi êm chân,POS,5
2802,,POS,4
2803,đúng bao_bì mới ( trà xanh ) thời_gian giao hàng rất nhanh,POS,4
2806,quần ok so với giá tiền hơi mỏng,POS,4
2810,ngoài nhìn váy dài hơn chất vải hơi mỏng hơn mình nghĩ nhìn hình vải có_vẻ dày và đứng dáng hơn chút cơ_mà lên ng thì vẫn rất tôn dáng,NEG,2
2812,shop phục_vụ khá tốt cthời gian giao hàng nhanh,POS,4
2813,vải mặc dặm,NEG,1
2814,thời_gian giao hàng rất nhanh,POS,4
2816,hàng hơi khác hìn nhưng cũng tạm đk,NEG,2
2817,mình rất hài_lòng với sản_phẩm,POS,5
2819,chất_lượng sản_phẩm tốt nhưng hơi to và cồng_kềnh vs dân văn_phòng vì mỗi lần mặc áo phải cởi ra đeo lại chất_lượng tốt đi mưa thoải_mái luôn k sợ vào nước,POS,4
2820,rất đáng tiền chất_lượng sản_phẩm tuyệt_vời,POS,5
2821,set này đẹp ạ,POS,4
2823,nhận đủ nên vẫn đánh_giá 5 sao,POS,5
2824,đánh giầy ok,POS,4
2825,sản_phẩm đẹp rất đáng tiền,POS,5
2827,shop phục_vụ tốt,POS,5
2828,hàng giả hàng kém chất_lượng,NEG,1
2829,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh,POS,5
2830,mỏng =))) tiền nào của nấy =))) mng mua nên cân_nhắc =)) thời_gian giao hàng nhanh,NEG,2
2831,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS,5
2832,loại này thun da cá ko phải loại thun mình ưng nhưng được_cái lại có qà tặng giao hàng nhanh,POS,4
2833,giao hàng thì rất nhanh nhưng mà tuyết việt nam không làm được slime mây ý ạ và màu bị chảy ra bẩn lắm,POS,4
2834,thời_gian giao hàng hơi chậm nhưng chất_lượng sản_phẩm tốt đóng_gói sản_phẩm chắc_chắn,POS,4
2835,shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS,5
2837,sản_phẩm phù_hợp với giá tiền,POS,4
2838,đẹp lắm luôn ạ cám_ơn shop nhiều nha,POS,5
2839,quần chưa thử nên không biết có che được không nhưng mình k thích cái viền ren lắm,POS,4
2840,hàng đẹp y hình,POS,4
2841,chất_lượng ok chủ_shop rất nhiệt_tình thời_gian giao hàng nhanh ngoài_ra còn đc gửi tặng lời_chúc và móc khoá rất đẹp,POS,5
2842,mọi thứ đều tốt banh hơi mau dơ thôi,POS,4
2843,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng rất nhanh,POS,5
2844,tệ mua thử cho biết,NEG,1
2845,giày khá đẹp giao hàng nhanh nói_chung sẽ ủng_hộ shop dài_dài,POS,4
2847,giao k đúng màu,NEG,2
2848,chất_lượng sản_phẩm rất kém đóng_gói sản_phẩm rất kém rat khong dang tien_shop lua dao,NEG,1
2849,chất vải đẹp,POS,4
2850,sau đó ko rep mình nx ạ,NEG,2
2851,rất là thích,POS,4
